"","player_name","batter","pitch_seq","description","hit_speed","hit_angle"
"2","Wei-Yin Chen",607208,"FT|FT","In play, no out","105.6","12.4"
"9","Wei-Yin Chen",457787,"CH|SL","In play, no out","103.4","13.67"
"10","Wei-Yin Chen",457787,"SL|FF","Called Strike","null","null"
"14","Wei-Yin Chen",543699,"FF|FT","Foul (Runner Going)","null","null"
"15","Wei-Yin Chen",543699,"FT|FT","Foul","null","null"
"16","Wei-Yin Chen",543699,"FT|SL","Swinging Strike","null","null"
"17","Wei-Yin Chen",543699,"SL|FF","Foul","null","null"
"18","Wei-Yin Chen",543699,"FF|SL","Foul","null","null"
"22","Wei-Yin Chen",572191,"CH|FT","Foul","null","null"
"23","Wei-Yin Chen",572191,"FT|CU","Called Strike","null","null"
"25","Wei-Yin Chen",572191,"FF|SL","In play, no out","88.9","18.28"
"27","Wei-Yin Chen",547180,"FF|FF","Swinging Strike","null","null"
"28","Wei-Yin Chen",547180,"FF|FF","Swinging Strike","null","null"
"34","Wei-Yin Chen",594694,"CU|FF","Called Strike","null","null"
"35","Wei-Yin Chen",594694,"FF|FF","Called Strike","null","null"
"37","Wei-Yin Chen",600474,"CH|FT","Called Strike","null","null"
"39","Wei-Yin Chen",600474,"CU|SL","Called Strike","null","null"
"41","Wei-Yin Chen",543699,"CU|FF","Called Strike","null","null"
"43","Wei-Yin Chen",543699,"FT|FT","Foul","null","null"
"45","Wei-Yin Chen",607208,"FF|CU","Called Strike","null","null"
"49","Wei-Yin Chen",547180,"SL|SL","Called Strike","null","null"
"50","Wei-Yin Chen",547180,"SL|FF","Swinging Strike","null","null"
"51","Wei-Yin Chen",547180,"FF|FT","Swinging Strike","null","null"
"53","Wei-Yin Chen",572191,"SL|FT","In play, out(s)","102.9","-7.81"
"55","Wei-Yin Chen",607208,"CH|CH","Foul","null","null"
"57","Wei-Yin Chen",607208,"SL|SL","Foul (Runner Going)","null","null"
"60","Wei-Yin Chen",607208,"CU|CH","In play, out(s)","92.7","5.55"
"65","Wei-Yin Chen",457787,"FF|CH","In play, out(s)","null","null"
"67","Wei-Yin Chen",543685,"FT|CH","Foul","null","null"
"68","Wei-Yin Chen",543685,"CH|CH","Called Strike","null","null"
"70","Wei-Yin Chen",543685,"FF|FF","Foul","null","null"
"71","Wei-Yin Chen",543685,"FF|FF","In play, out(s)","80.6","-35.44"
"72","Wei-Yin Chen",543685,"FF|FF","Called Strike","null","null"
"74","Wei-Yin Chen",543685,"CH|FF","Foul","null","null"
"76","Wei-Yin Chen",600474,"CU|FF","Called Strike","null","null"
"77","Wei-Yin Chen",600474,"FF|FF","In play, out(s)","null","null"
"79","Wei-Yin Chen",572191,"FT|FT","In play, no out","85.4","-6.41"
"83","Wei-Yin Chen",542255,"FF|FF","Called Strike","null","null"
"84","Wei-Yin Chen",542255,"FF|SL","Called Strike","null","null"
"86","Wei-Yin Chen",611177,"FF|FF","In play, out(s)","86.9","-2.31"
"88","Wei-Yin Chen",611177,"FT|FT","Foul","null","null"
"90","Wei-Yin Chen",611177,"FF|SL","Foul","null","null"
"94","Wei-Yin Chen",518692,"SL|FF","Foul","null","null"
"95","Wei-Yin Chen",518692,"FF|FF","Foul","null","null"
"98","Wei-Yin Chen",461314,"FT|SL","Called Strike","null","null"
"100","Wei-Yin Chen",461314,"CU|FF","Swinging Strike","null","null"
"103","Wei-Yin Chen",621020,"CU|FF","In play, out(s)","78.2","37.8"
"104","Wei-Yin Chen",621020,"FF|SL","Foul","null","null"
"105","Wei-Yin Chen",621020,"SL|FF","Called Strike","null","null"
"106","Wei-Yin Chen",621020,"FF|SL","Foul","null","null"
"109","Wei-Yin Chen",493596,"SL|FF","Called Strike","null","null"
"111","Wei-Yin Chen",493596,"FF|SL","In play, run(s)","91.7","36.5"
"113","Wei-Yin Chen",594760,"FF|FF","Called Strike","null","null"
"114","Wei-Yin Chen",594760,"FF|FF","Swinging Strike","null","null"
"116","Wei-Yin Chen",542255,"SL|FF","Foul","null","null"
"117","Wei-Yin Chen",542255,"FF|SL","In play, no out","87.4","7.37"
"119","Wei-Yin Chen",611177,"SL|SL","In play, out(s)","101.9","-17.8"
"121","Wei-Yin Chen",518692,"FF|FF","Foul","null","null"
"122","Wei-Yin Chen",518692,"FF|SL","Swinging Strike","null","null"
"123","Wei-Yin Chen",518692,"SL|SL","Called Strike","null","null"
"125","Wei-Yin Chen",518692,"CH|FF","Foul","null","null"
"127","Wei-Yin Chen",455976,"SL|SL","Hit By Pitch","null","null"
"128","Wei-Yin Chen",455976,"SL|FF","Called Strike","null","null"
"131","Wei-Yin Chen",455976,"FF|FF","Called Strike","null","null"
"133","Wei-Yin Chen",489232,"SL|CH","In play, out(s)","99","48.27"
"135","Wei-Yin Chen",621020,"CH|FF","In play, out(s)","97.2","44.09"
"137","Wei-Yin Chen",455976,"SL|SL","In play, out(s)","92.8","-10.47"
"141","Wei-Yin Chen",489232,"CH|FF","Foul","null","null"
"142","Wei-Yin Chen",489232,"FF|FT","In play, no out","107","15.39"
"144","Wei-Yin Chen",607208,"CU|FT","Foul","null","null"
"145","Wei-Yin Chen",607208,"FT|FF","Swinging Strike","null","null"
"147","Wei-Yin Chen",607208,"FF|FF","Called Strike","null","null"
"148","Wei-Yin Chen",607208,"FF|FF","Foul","null","null"
"150","Wei-Yin Chen",150029,"SL|FF","Swinging Strike","null","null"
"152","Wei-Yin Chen",150029,"FF|FF","Called Strike","null","null"
"156","Wei-Yin Chen",475582,"CU|FT","Called Strike","null","null"
"160","Wei-Yin Chen",457787,"CU|SL","Swinging Strike","null","null"
"161","Wei-Yin Chen",457787,"SL|FF","Called Strike","null","null"
"162","Wei-Yin Chen",457787,"FF|FF","Foul","null","null"
"164","Wei-Yin Chen",594694,"FT|FF","In play, out(s)","null","null"
"167","Wei-Yin Chen",594694,"FF|FF","Foul","null","null"
"169","Wei-Yin Chen",595918,"FF|FF","Foul","null","null"
"170","Wei-Yin Chen",595918,"FF|FF","In play, out(s)","73.2","30.95"
"173","Wei-Yin Chen",595918,"FF|FF","Called Strike","null","null"
"176","Wei-Yin Chen",607208,"CH|FT","Called Strike","null","null"
"178","Wei-Yin Chen",543685,"SL|FF","In play, out(s)","92.7","-31.61"
"180","Wei-Yin Chen",543685,"FF|FT","Called Strike","null","null"
"182","Wei-Yin Chen",467092,"SL|FF","In play, out(s)","94.4","19.91"
"184","Wei-Yin Chen",475582,"FT|CH","Called Strike","null","null"
"186","Wei-Yin Chen",475582,"FT|FF","In play, no out","109.5","4.83"
"187","Wei-Yin Chen",475582,"FF|FF","Called Strike","null","null"
"190","Wei-Yin Chen",502317,"FF|CH","In play, no out","65","21.59"
"192","Wei-Yin Chen",502317,"CU|FF","Swinging Strike","null","null"
"193","Wei-Yin Chen",502317,"FF|SL","Foul","null","null"
"194","Wei-Yin Chen",502317,"SL|CU","Foul","null","null"
"196","Wei-Yin Chen",150029,"SL|SL","In play, out(s)","99.2","-16.71"
"199","Wei-Yin Chen",150029,"FF|CH","Called Strike","null","null"
"200","Wei-Yin Chen",150029,"CH|FF","Foul","null","null"
"202","Wei-Yin Chen",457787,"CU|CH","Swinging Strike","null","null"
"204","Wei-Yin Chen",457787,"FF|FF","In play, run(s)","96.7","26.61"
"205","Wei-Yin Chen",457787,"FF|CH","Swinging Strike","null","null"
"208","Wei-Yin Chen",502317,"SL|FF","Called Strike","null","null"
"210","Wei-Yin Chen",488721,"FF|FF","Foul","null","null"
"211","Wei-Yin Chen",488721,"FF|CH","In play, no out","103","-16.3"
"212","Wei-Yin Chen",488721,"CH|FF","Called Strike","null","null"
"214","Wei-Yin Chen",595963,"FF|FF","In play, run(s)","92.3","30.67"
"216","Wei-Yin Chen",596748,"FF|CU","In play, no out","62.8","-59.18"
"218","Wei-Yin Chen",596748,"FF|FF","Foul","null","null"
"220","Wei-Yin Chen",571830,"CH|FF","Foul","null","null"
"221","Wei-Yin Chen",571830,"FF|CU","In play, out(s)","97.2","39.5"
"223","Wei-Yin Chen",571830,"FF|FF","Foul","null","null"
"226","Wei-Yin Chen",434563,"FT|FF","In play, no out","100.4","5.23"
"228","Wei-Yin Chen",517370,"SL|FF","In play, out(s)","69","63.07"
"230","Wei-Yin Chen",520471,"FF|FF","Called Strike","null","null"
"236","Wei-Yin Chen",596748,"FF|CU","Swinging Strike","null","null"
"237","Wei-Yin Chen",596748,"CU|FF","In play, out(s)","69.3","-40.59"
"239","Wei-Yin Chen",571830,"FF|CH","In play, out(s)","106.5","-0.24"
"241","Wei-Yin Chen",517370,"FF|SL","Swinging Strike (Blocked)","null","null"
"242","Wei-Yin Chen",517370,"SL|CU","Called Strike","null","null"
"244","Wei-Yin Chen",520471,"FF|FT","In play, no out","103.4","8.71"
"245","Wei-Yin Chen",520471,"FT|FF","Called Strike","null","null"
"247","Wei-Yin Chen",476451,"CU|FF","Foul","null","null"
"249","Wei-Yin Chen",476451,"FF|FF","Called Strike","null","null"
"250","Wei-Yin Chen",476451,"FF|CU","Swinging Strike","null","null"
"252","Wei-Yin Chen",488721,"CH|FF","Called Strike","null","null"
"253","Wei-Yin Chen",488721,"FF|SL","Called Strike","null","null"
"254","Wei-Yin Chen",488721,"SL|CH","Foul","null","null"
"256","Wei-Yin Chen",596748,"SL|CH","In play, no out","91.2","15.46"
"259","Wei-Yin Chen",571830,"CH|FF","Foul","null","null"
"261","Wei-Yin Chen",571830,"SL|FF","In play, out(s)","61.1","16.27"
"262","Wei-Yin Chen",571830,"FF|FF","Foul","null","null"
"263","Wei-Yin Chen",571830,"FF|SL","Foul","null","null"
"264","Wei-Yin Chen",571830,"SL|FF","Foul","null","null"
"266","Wei-Yin Chen",571830,"CU|CH","Foul","null","null"
"268","Wei-Yin Chen",434563,"FF|SL","Foul","null","null"
"269","Wei-Yin Chen",434563,"SL|FF","Foul","null","null"
"270","Wei-Yin Chen",434563,"FF|FF","Called Strike","null","null"
"272","Wei-Yin Chen",434563,"SL|FF","Called Strike","null","null"
"275","Wei-Yin Chen",517370,"SL|SL","Swinging Strike","null","null"
"276","Wei-Yin Chen",517370,"SL|SL","Swinging Strike","null","null"
"277","Wei-Yin Chen",517370,"SL|CH","Foul","null","null"
"279","Wei-Yin Chen",514917,"FF|FF","In play, no out","86.9","-0.86"
"281","Wei-Yin Chen",476451,"CU|SL","Foul","null","null"
"282","Wei-Yin Chen",476451,"SL|FF","In play, out(s)","83.4","-24.67"
"284","Wei-Yin Chen",476451,"SL|FF","Foul","null","null"
"288","Wei-Yin Chen",520471,"FF|FF","Foul","null","null"
"291","Wei-Yin Chen",595963,"SL|FF","Called Strike","null","null"
"293","Wei-Yin Chen",434563,"SL|FF","Called Strike","null","null"
"294","Wei-Yin Chen",434563,"FF|FF","In play, no out","100.4","1.29"
"296","Wei-Yin Chen",595963,"CH|FF","In play, out(s)","56.3","2.47"
"297","Wei-Yin Chen",595963,"FF|CU","Called Strike","null","null"
"300","Wei-Yin Chen",514917,"SL|CU","Swinging Strike","null","null"
"302","Wei-Yin Chen",514917,"FF|FF","In play, out(s)","93.2","-5.11"
"305","Wei-Yin Chen",649557,"FF|FF","Foul","null","null"
"308","Wei-Yin Chen",649557,"SL|FF","Called Strike","null","null"
"309","Wei-Yin Chen",649557,"FF|FF","In play, no out","95.9","20.78"
"313","Wei-Yin Chen",407812,"FF|FF","Foul","null","null"
"314","Wei-Yin Chen",407812,"FF|FF","Foul","null","null"
"315","Wei-Yin Chen",407812,"FF|FF","In play, out(s)","94.2","27.74"
"319","Wei-Yin Chen",572039,"CH|CU","Called Strike","null","null"
"324","Wei-Yin Chen",576397,"FF|FF","Swinging Strike","null","null"
"325","Wei-Yin Chen",576397,"FF|FF","Called Strike","null","null"
"328","Wei-Yin Chen",502054,"FF|FF","Foul","null","null"
"329","Wei-Yin Chen",502054,"FF|CH","In play, out(s)","90.6","60.83"
"331","Wei-Yin Chen",502054,"FF|FF","Swinging Strike","null","null"
"334","Wei-Yin Chen",448802,"SL|SL","In play, out(s)","96.6","-17.33"
"335","Wei-Yin Chen",448802,"SL|FF","Called Strike","null","null"
"338","Wei-Yin Chen",545341,"FF|CU","Foul","null","null"
"340","Wei-Yin Chen",545341,"FF|FF","Called Strike","null","null"
"341","Wei-Yin Chen",545341,"FF|SL","In play, no out","105.3","17.64"
"343","Wei-Yin Chen",649557,"FF|FF","Foul","null","null"
"344","Wei-Yin Chen",649557,"FF|CU","Called Strike","null","null"
"346","Wei-Yin Chen",649557,"CH|CU","Foul","null","null"
"348","Wei-Yin Chen",407812,"FF|CH","Swinging Strike","null","null"
"351","Wei-Yin Chen",407812,"CU|FF","Foul","null","null"
"352","Wei-Yin Chen",407812,"FF|FF","Swinging Strike","null","null"
"355","Wei-Yin Chen",572039,"FF|FF","In play, run(s)","106","33.39"
"356","Wei-Yin Chen",572039,"FF|FF","Swinging Strike","null","null"
"359","Wei-Yin Chen",425509,"FF|CH","Called Strike","null","null"
"360","Wei-Yin Chen",425509,"CH|FF","In play, out(s)","68.5","60.05"
"362","Wei-Yin Chen",425877,"FF|FT","Foul","null","null"
"363","Wei-Yin Chen",425877,"FT|CU","In play, no out","92.5","10.27"
"368","Wei-Yin Chen",502054,"CH|FF","Foul","null","null"
"370","Wei-Yin Chen",502054,"SL|SL","In play, run(s)","111.8","23.14"
"373","Wei-Yin Chen",448802,"FF|FF","Swinging Strike","null","null"
"374","Wei-Yin Chen",448802,"FF|FF","Swinging Strike","null","null"
"376","Wei-Yin Chen",545341,"FF|FF","Foul","null","null"
"378","Wei-Yin Chen",545341,"CH|CU","Called Strike","null","null"
"380","Wei-Yin Chen",545341,"CU|FF","Swinging Strike","null","null"
"382","Wei-Yin Chen",407812,"SL|FT","Called Strike","null","null"
"385","Wei-Yin Chen",572039,"FF|FF","Foul","null","null"
"386","Wei-Yin Chen",572039,"FF|CH","In play, out(s)","96.1","-3.63"
"387","Wei-Yin Chen",572039,"CH|FF","Called Strike","null","null"
"388","Wei-Yin Chen",572039,"FF|SL","Swinging Strike","null","null"
"392","Wei-Yin Chen",425877,"FT|FT","Called Strike","null","null"
"395","Wei-Yin Chen",576397,"CU|FF","Foul","null","null"
"396","Wei-Yin Chen",576397,"FF|SL","Foul","null","null"
"398","Wei-Yin Chen",576397,"FT|FF","In play, out(s)","78","30.88"
"401","Wei-Yin Chen",408314,"FF|FF","Foul","null","null"
"402","Wei-Yin Chen",408314,"FF|FF","Called Strike","null","null"
"404","Wei-Yin Chen",493316,"FF|FF","Called Strike","null","null"
"406","Wei-Yin Chen",527038,"FF|FF","Foul","null","null"
"407","Wei-Yin Chen",527038,"FF|FF","Foul (Runner Going)","null","null"
"409","Wei-Yin Chen",527038,"FT|CH","Swinging Strike","null","null"
"411","Wei-Yin Chen",527038,"FF|FF","In play, out(s)","86.8","37.12"
"414","Wei-Yin Chen",425766,"FF|SL","In play, out(s)","89.9","-25.41"
"416","Wei-Yin Chen",518595,"SL|FF","Called Strike","null","null"
"418","Wei-Yin Chen",571927,"SL|SL","Swinging Strike","null","null"
"419","Wei-Yin Chen",571927,"SL|FF","Called Strike","null","null"
"420","Wei-Yin Chen",571927,"FF|FF","Foul","null","null"
"422","Wei-Yin Chen",434158,"CU|SL","Swinging Strike (Blocked)","null","null"
"423","Wei-Yin Chen",434158,"SL|FF","Called Strike","null","null"
"428","Wei-Yin Chen",527038,"FF|FF","In play, out(s)","83.8","37.96"
"429","Wei-Yin Chen",527038,"FF|CH","Foul","null","null"
"431","Wei-Yin Chen",452678,"CU|FF","In play, out(s)","91.7","0.45"
"432","Wei-Yin Chen",452678,"FF|FT","Called Strike","null","null"
"435","Wei-Yin Chen",501571,"FF|SL","In play, out(s)","null","null"
"436","Wei-Yin Chen",501571,"SL|CH","Called Strike","null","null"
"437","Wei-Yin Chen",501571,"CH|FF","Foul","null","null"
"441","Wei-Yin Chen",518595,"FF|FT","In play, out(s)","90.4","-3.06"
"443","Wei-Yin Chen",571927,"FT|FF","Called Strike","null","null"
"444","Wei-Yin Chen",571927,"FF|FF","Swinging Strike","null","null"
"446","Wei-Yin Chen",434158,"FF|FF","Foul","null","null"
"449","Wei-Yin Chen",434158,"CU|FF","Called Strike","null","null"
"451","Wei-Yin Chen",493316,"SL|CH","Swinging Strike","null","null"
"453","Wei-Yin Chen",493316,"FF|SL","Foul","null","null"
"458","Wei-Yin Chen",527038,"FF|FF","Called Strike","null","null"
"459","Wei-Yin Chen",527038,"FF|FF","In play, out(s)","90.5","47.99"
"461","Wei-Yin Chen",425766,"FF|SL","In play, no out","70.4","21.23"
"462","Wei-Yin Chen",425766,"SL|FF","Called Strike","null","null"
"465","Wei-Yin Chen",501571,"SL|FT","In play, out(s)","91.4","14.61"
"466","Wei-Yin Chen",501571,"FT|FF","Foul","null","null"
"468","Wei-Yin Chen",501571,"FF|FF","Foul","null","null"
