"","player_name","batter","pitch_seq","description","hit_speed","hit_angle"
"437","Addison Reed",547172,"SL|FF","Foul","null","null"
"438","Addison Reed",547172,"FF|FF","Foul","null","null"
"440","Addison Reed",547172,"FF|SL","Swinging Strike","null","null"
"442","Addison Reed",547172,"SL|SL","Swinging Strike (Blocked)","null","null"
"445","Addison Reed",518934,"FF|FF","In play, no out","101","10.44"
"446","Addison Reed",518934,"FF|FF","Called Strike","null","null"
"447","Addison Reed",518934,"FF|FF","Called Strike","null","null"
"450","Addison Reed",571448,"FF|FF","Foul","null","null"
"451","Addison Reed",571448,"FF|FC","In play, out(s)","87.3","81.37"
"453","Addison Reed",571448,"FF|FF","Foul","null","null"
"455","Addison Reed",571448,"SL|FF","Swinging Strike","null","null"
"458","Addison Reed",572039,"SL|SL","Swinging Strike","null","null"
"459","Addison Reed",572039,"SL|FF","Foul","null","null"
"460","Addison Reed",572039,"FF|FF","Foul","null","null"
"464","Addison Reed",407812,"SL|FF","In play, out(s)","67.2","-61.88"
"465","Addison Reed",407812,"FF|FF","Foul","null","null"
"467","Addison Reed",407812,"FF|FF","Foul","null","null"
"469","Addison Reed",649557,"FF|FF","Foul","null","null"
"471","Addison Reed",649557,"SL|FF","In play, out(s)","95.3","32.64"
"473","Addison Reed",545341,"FF|SL","Called Strike","null","null"
"474","Addison Reed",545341,"SL|SL","Foul","null","null"
"475","Addison Reed",545341,"SL|SL","Swinging Strike","null","null"
"478","Addison Reed",451705,"SL|FF","Called Strike","null","null"
"479","Addison Reed",451705,"FF|FF","Called Strike","null","null"
"482","Addison Reed",543939,"FF|FF","In play, out(s)","70.8","35.18"
"486","Addison Reed",445988,"SL|FF","Called Strike","null","null"
"488","Addison Reed",592885,"SL|FF","In play, out(s)","67.7","-46.8"
"489","Addison Reed",592885,"FF|SL","Swinging Strike","null","null"
"492","Addison Reed",519317,"FF|FF","Called Strike","null","null"
"493","Addison Reed",519317,"FF|FF","Called Strike","null","null"
"496","Addison Reed",400085,"FF|FF","Called Strike","null","null"
"497","Addison Reed",400085,"FF|SL","Swinging Strike","null","null"
"499","Addison Reed",592663,"SL|SL","In play, out(s)","null","null"
"500","Addison Reed",592663,"SL|FF","Foul","null","null"
"501","Addison Reed",592663,"FF|SL","Foul","null","null"
"503","Addison Reed",500743,"FF|FF","Foul","null","null"
"504","Addison Reed",500743,"FF|FF","Foul","null","null"
"505","Addison Reed",500743,"FF|FF","In play, out(s)","81.9","24.22"
"508","Addison Reed",595879,"SL|FF","Swinging Strike","null","null"
"509","Addison Reed",595879,"FF|FF","Called Strike","null","null"
"510","Addison Reed",595879,"FF|FF","Swinging Strike","null","null"
"512","Addison Reed",546991,"SL|FF","In play, no out","97.1","10.02"
"513","Addison Reed",546991,"FF|SL","Foul","null","null"
"516","Addison Reed",592178,"FF|FF","Foul","null","null"
"517","Addison Reed",592178,"FF|FF","Swinging Strike","null","null"
"518","Addison Reed",592178,"FF|FF","Swinging Strike","null","null"
"521","Addison Reed",450314,"FF|FF","In play, out(s)","93.2","33.2"
"522","Addison Reed",450314,"FF|FF","Foul","null","null"
"525","Addison Reed",488721,"SL|SL","Called Strike","null","null"
"526","Addison Reed",488721,"SL|SL","In play, out(s)","38.4","13.72"
"528","Addison Reed",596748,"SL|SL","Called Strike","null","null"
"529","Addison Reed",596748,"SL|SL","Foul","null","null"
"534","Addison Reed",519237,"SL|FF","Swinging Strike","null","null"
"535","Addison Reed",519237,"FF|SL","Called Strike","null","null"
"540","Addison Reed",543685,"SL|FF","In play, out(s)","100.5","37.24"
"541","Addison Reed",543685,"FF|FF","Foul","null","null"
"544","Addison Reed",452220,"FF|FF","Called Strike","null","null"
"545","Addison Reed",452220,"FF|FF","In play, out(s)","92.5","30.98"
"548","Addison Reed",457787,"SL|SL","Swinging Strike","null","null"
"549","Addison Reed",457787,"SL|SL","Foul","null","null"
"550","Addison Reed",457787,"SL|FF","Foul","null","null"
"553","Addison Reed",543685,"FF|FF","Swinging Strike","null","null"
"554","Addison Reed",543685,"FF|SL","Swinging Strike","null","null"
"557","Addison Reed",457787,"SL|FF","Called Strike","null","null"
"558","Addison Reed",457787,"FF|SL","Swinging Strike","null","null"
"563","Addison Reed",452220,"SL|FF","In play, out(s)","77.7","23.96"
"565","Addison Reed",519184,"FF|SL","In play, out(s)","70.5","38.19"
"566","Addison Reed",519184,"SL|FF","Called Strike","null","null"
"569","Addison Reed",592663,"FF|FF","Foul","null","null"
"572","Addison Reed",542303,"SL|FF","Foul","null","null"
"574","Addison Reed",542303,"SL|SL","Foul","null","null"
"576","Addison Reed",542303,"FF|SL","Swinging Strike","null","null"
"579","Addison Reed",592885,"FF|FF","In play, out(s)","99.5","-2.73"
"581","Addison Reed",592178,"FF|FF","Foul","null","null"
"584","Addison Reed",592178,"FF|FF","Called Strike","null","null"
"585","Addison Reed",592178,"FF|FF","Swinging Strike","null","null"
"589","Addison Reed",575929,"FF|FF","Foul","null","null"
"590","Addison Reed",575929,"FF|FF","Called Strike","null","null"
"591","Addison Reed",575929,"FF|FF","Swinging Strike","null","null"
"593","Addison Reed",471083,"FF|SL","Foul","null","null"
"594","Addison Reed",471083,"SL|SL","Foul","null","null"
"595","Addison Reed",471083,"SL|SL","Swinging Strike","null","null"
"597","Addison Reed",608365,"FF|FF","Foul","null","null"
"598","Addison Reed",608365,"FF|SL","Swinging Strike","null","null"
"599","Addison Reed",608365,"SL|FF","Foul","null","null"
"600","Addison Reed",608365,"FF|FF","Foul","null","null"
"601","Addison Reed",608365,"FF|SL","Swinging Strike","null","null"
"603","Addison Reed",595879,"FF|FF","Called Strike","null","null"
"604","Addison Reed",595879,"FF|FF","Called Strike","null","null"
"608","Addison Reed",458085,"SL|FF","Foul","null","null"
"609","Addison Reed",458085,"FF|SL","Foul","null","null"
"610","Addison Reed",458085,"SL|FF","Foul","null","null"
"611","Addison Reed",458085,"FF|SL","Foul","null","null"
"613","Addison Reed",458085,"FF|FF","Called Strike","null","null"
"616","Addison Reed",458085,"FF|SL","Swinging Strike (Blocked)","null","null"
"619","Addison Reed",608365,"SL|FF","Foul","null","null"
"620","Addison Reed",608365,"FF|FF","Foul","null","null"
"621","Addison Reed",608365,"FF|SL","Foul","null","null"
"622","Addison Reed",608365,"SL|SL","Swinging Strike (Blocked)","null","null"
"626","Addison Reed",575929,"SL|SL","Called Strike","null","null"
"627","Addison Reed",575929,"SL|SL","In play, no out","86.1","-15.46"
"629","Addison Reed",543685,"FF|FF","Swinging Strike","null","null"
"630","Addison Reed",543685,"FF|FF","Called Strike","null","null"
"632","Addison Reed",457787,"FF|SL","Foul","null","null"
"633","Addison Reed",457787,"SL|FF","Swinging Strike","null","null"
"634","Addison Reed",457787,"FF|FF","Foul","null","null"
"637","Addison Reed",452220,"FF|SL","Foul","null","null"
"639","Addison Reed",452220,"FF|FF","In play, out(s)","104.3","4.79"
"641","Addison Reed",452095,"FF|FF","Swinging Strike","null","null"
"642","Addison Reed",452095,"FF|FF","In play, out(s)","90.9","49.56"
"644","Addison Reed",430947,"SL|SL","Swinging Strike","null","null"
"645","Addison Reed",430947,"SL|SL","Called Strike","null","null"
"647","Addison Reed",466988,"FF|SL","Swinging Strike","null","null"
"649","Addison Reed",466988,"FF|SL","Called Strike","null","null"
"651","Addison Reed",425796,"SL|SL","Called Strike","null","null"
"652","Addison Reed",425796,"SL|SL","In play, out(s)","81.7","27.54"
"655","Addison Reed",611177,"FF|FF","In play, out(s)","null","null"
"656","Addison Reed",611177,"FF|FF","Called Strike","null","null"
"657","Addison Reed",611177,"FF|FF","Foul","null","null"
"660","Addison Reed",466988,"FF|FF","Called Strike","null","null"
"663","Addison Reed",611177,"FF|FF","In play, run(s)","106","22.93"
"664","Addison Reed",611177,"FF|FF","Called Strike","null","null"
"666","Addison Reed",150229,"FF|FF","In play, out(s)","96.4","1.89"
"668","Addison Reed",430947,"FF|FF","In play, no out","82.1","0.99"
"669","Addison Reed",430947,"FF|FF","Called Strike","null","null"
"672","Addison Reed",456715,"FF|FF","Called Strike","null","null"
"673","Addison Reed",456715,"FF|FF","Called Strike","null","null"
"675","Addison Reed",444876,"SL|FF","Foul","null","null"
"676","Addison Reed",444876,"FF|SL","Foul","null","null"
"677","Addison Reed",444876,"SL|FF","In play, no out","100.1","-1.28"
"678","Addison Reed",444876,"FF|FF","Called Strike","null","null"
"680","Addison Reed",444876,"SL|FF","Foul","null","null"
"681","Addison Reed",444876,"FF|FF","Foul","null","null"
"684","Addison Reed",543333,"FF|FF","Called Strike","null","null"
"685","Addison Reed",543333,"FF|FF","In play, out(s)","100.1","-13.98"
"687","Addison Reed",521692,"FF|FF","Swinging Strike","null","null"
"688","Addison Reed",521692,"FF|FF","Foul","null","null"
"691","Addison Reed",521692,"FF|FF","Foul","null","null"
"692","Addison Reed",521692,"FF|FF","In play, out(s)","83","31.28"
"695","Addison Reed",444876,"SL|FF","In play, out(s)","null","null"
"697","Addison Reed",543333,"FF|SL","Swinging Strike (Blocked)","null","null"
"699","Addison Reed",543333,"FF|FF","Called Strike","null","null"
"702","Addison Reed",456715,"SL|FF","Foul","null","null"
"703","Addison Reed",456715,"FF|FF","Swinging Strike","null","null"
"704","Addison Reed",456715,"FF|FF","In play, out(s)","100.4","-25.57"
"706","Addison Reed",542255,"FF|FF","Foul","null","null"
"707","Addison Reed",542255,"FF|FF","In play, no out","81.2","12.76"
"708","Addison Reed",542255,"FF|FF","Called Strike","null","null"
"715","Addison Reed",425796,"FF|FF","In play, out(s)","100.3","12.86"
"717","Addison Reed",425796,"FF|FF","Foul","null","null"
"719","Addison Reed",455976,"FF|FF","Foul","null","null"
"720","Addison Reed",455976,"FF|SL","Swinging Strike","null","null"
"721","Addison Reed",455976,"SL|FF","Foul","null","null"
"723","Addison Reed",455976,"FF|SL","Foul","null","null"
"725","Addison Reed",452095,"SL|FF","Foul","null","null"
"728","Addison Reed",452095,"SL|FF","In play, out(s)","92.5","21.86"
"730","Addison Reed",628356,"SL|FF","In play, no out","98.7","22.95"
"731","Addison Reed",628356,"FF|FF","Called Strike","null","null"
"733","Addison Reed",457705,"FF|FF","Swinging Strike","null","null"
"734","Addison Reed",457705,"FF|FF","In play, run(s)","103.8","24.81"
"737","Addison Reed",431094,"SL|SL","In play, out(s)","73.4","1.42"
"738","Addison Reed",431094,"SL|FF","Called Strike","null","null"
"739","Addison Reed",431094,"FF|FF","Foul","null","null"
"741","Addison Reed",571697,"FF|FF","Foul","null","null"
"742","Addison Reed",571697,"FF|FF","Foul","null","null"
"744","Addison Reed",571697,"FF|FF","Called Strike","null","null"
"745","Addison Reed",571697,"FF|FF","Foul","null","null"
"747","Addison Reed",571697,"FF|FF","Foul","null","null"
"751","Addison Reed",542979,"SL|FF","Foul","null","null"
"755","Addison Reed",542340,"FF|FF","In play, out(s)","91.3","43.94"
"758","Addison Reed",570717,"SL|FF","In play, out(s)","86.3","27.65"
"761","Addison Reed",431094,"FF|FF","Foul","null","null"
"762","Addison Reed",431094,"FF|FF","In play, no out","97.6","7.95"
"763","Addison Reed",431094,"FF|FF","Called Strike","null","null"
"768","Addison Reed",446481,"SL|SL","Called Strike","null","null"
"769","Addison Reed",446481,"SL|FF","Foul","null","null"
"770","Addison Reed",446481,"FF|SL","In play, out(s)","79.1","-42.02"
"771","Addison Reed",446481,"SL|FF","Called Strike","null","null"
"772","Addison Reed",446481,"FF|FC","Foul","null","null"
"774","Addison Reed",516782,"FF|FF","In play, out(s)","null","null"
"779","Addison Reed",570256,"FF|FF","Foul","null","null"
"782","Addison Reed",628356,"FF|SL","Foul (Runner Going)","null","null"
"783","Addison Reed",628356,"SL|FF","Swinging Strike","null","null"
"784","Addison Reed",628356,"FF|FF","Called Strike","null","null"
"785","Addison Reed",628356,"FF|FF","Foul","null","null"
"793","Addison Reed",453400,"SL|FF","Foul","null","null"
"795","Addison Reed",453400,"SL|FF","Called Strike","null","null"
"797","Addison Reed",453400,"SL|FF","Foul","null","null"
"798","Addison Reed",453400,"FF|FF","Foul","null","null"
"799","Addison Reed",453400,"FF|FF","Foul","null","null"
"800","Addison Reed",453400,"FF|FF","In play, out(s)","100.6","15.56"
"803","Addison Reed",500743,"FF|FF","In play, out(s)","94.9","-10.12"
"804","Addison Reed",500743,"FF|FF","Called Strike","null","null"
"807","Addison Reed",445988,"SL|FF","Called Strike","null","null"
"808","Addison Reed",445988,"FF|FF","Called Strike","null","null"
"810","Addison Reed",542303,"FF|FF","Called Strike","null","null"
"811","Addison Reed",542303,"FF|FF","Called Strike","null","null"
"813","Addison Reed",519317,"FF|FF","Swinging Strike","null","null"
"814","Addison Reed",519317,"FF|FF","Called Strike","null","null"
"819","Addison Reed",592885,"FF|FF","Foul","null","null"
"820","Addison Reed",592885,"FF|FF","In play, no out","99.7","-12.34"
"824","Addison Reed",276519,"FF|FF","Called Strike","null","null"
"825","Addison Reed",276519,"FF|FF","Swinging Strike","null","null"
