"","player_name","batter","pitch_seq","description","hit_speed","hit_angle"
"819","Kevin Quackenbush",527038,"FF|FF","Called Strike","null","null"
"821","Kevin Quackenbush",527038,"FF|FF","In play, out(s)","58.3","-79.81"
"823","Kevin Quackenbush",608700,"FF|FF","Foul","null","null"
"824","Kevin Quackenbush",608700,"FF|CU","In play, out(s)","83.1","-16.21"
"828","Kevin Quackenbush",493316,"FF|FF","In play, out(s)","99.7","22.93"
"830","Kevin Quackenbush",493316,"FF|FF","Foul","null","null"
"832","Kevin Quackenbush",501571,"FF|FF","Missed Bunt","null","null"
"833","Kevin Quackenbush",501571,"FF|CU","In play, out(s)","96.6","35.85"
"834","Kevin Quackenbush",501571,"CU|CU","Called Strike","null","null"
"837","Kevin Quackenbush",471865,"FF|FF","In play, out(s)","87.9","38.23"
"838","Kevin Quackenbush",471865,"FF|FF","Foul","null","null"
"839","Kevin Quackenbush",471865,"FF|FF","Swinging Strike","null","null"
"841","Kevin Quackenbush",571448,"CU|FF","In play, out(s)","100.3","30.22"
"842","Kevin Quackenbush",571448,"FF|FF","Called Strike","null","null"
"844","Kevin Quackenbush",460026,"FF|FF","Foul","null","null"
"845","Kevin Quackenbush",460026,"FF|CU","Swinging Strike","null","null"
"847","Kevin Quackenbush",460026,"FF|CU","Swinging Strike","null","null"
"850","Kevin Quackenbush",518934,"CU|FF","In play, out(s)","88.3","20.06"
"852","Kevin Quackenbush",518934,"FF|FF","Called Strike","null","null"
"853","Kevin Quackenbush",518934,"FF|FF","Foul","null","null"
"856","Kevin Quackenbush",572019,"FF|FF","In play, out(s)","63.9","54.66"
"858","Kevin Quackenbush",624577,"FF|FF","Called Strike","null","null"
"859","Kevin Quackenbush",624577,"FF|FF","In play, out(s)","100","-2.42"
"862","Kevin Quackenbush",434636,"FF|FF","Swinging Strike","null","null"
"865","Kevin Quackenbush",434636,"FF|FF","Called Strike","null","null"
"869","Kevin Quackenbush",605412,"FF|FF","In play, no out","97.7","25.07"
"870","Kevin Quackenbush",605412,"FF|FF","Called Strike","null","null"
"873","Kevin Quackenbush",622110,"CU|CU","Foul","null","null"
"875","Kevin Quackenbush",622110,"CU|FF","In play, out(s)","93.8","15.34"
"877","Kevin Quackenbush",576397,"CU|FF","In play, run(s)","100.8","25.68"
"880","Kevin Quackenbush",649557,"FF|CU","In play, run(s)","100.4","28.08"
"882","Kevin Quackenbush",545341,"FF|FF","Foul","null","10.44"
"883","Kevin Quackenbush",545341,"FF|CU","Called Strike","null","null"
"885","Kevin Quackenbush",545341,"FF|FF","In play, out(s)","81.2","-42.92"
"887","Kevin Quackenbush",425877,"FF|CU","Called Strike","null","null"
"893","Kevin Quackenbush",649557,"FF|FF","Called Strike","null","null"
"894","Kevin Quackenbush",649557,"FF|CU","Called Strike","null","null"
"896","Kevin Quackenbush",649557,"CU|CU","In play, no out","68.6","-57.61"
"900","Kevin Quackenbush",461235,"FF|FF","Swinging Strike","null","null"
"901","Kevin Quackenbush",461235,"FF|CU","In play, out(s)","99.5","5.16"
"902","Kevin Quackenbush",461235,"CU|FF","Called Strike","null","null"
"903","Kevin Quackenbush",461235,"FF|FF","Foul","null","38.47"
"905","Kevin Quackenbush",474568,"FF|CU","Called Strike","null","null"
"907","Kevin Quackenbush",502676,"FF|FF","Foul","null","15.59"
"911","Kevin Quackenbush",501896,"FF|FF","Foul","null","30.28"
"912","Kevin Quackenbush",501896,"FF|FF","Called Strike","null","null"
"913","Kevin Quackenbush",501896,"FF|CU","Called Strike","null","null"
"918","Kevin Quackenbush",465041,"CU|FF","Foul","null","null"
"919","Kevin Quackenbush",465041,"FF|CU","Called Strike","null","null"
"920","Kevin Quackenbush",465041,"CU|FF","Swinging Strike","null","null"
"922","Kevin Quackenbush",570256,"FF|CU","In play, run(s)","67.4","-54.54"
"923","Kevin Quackenbush",570256,"CU|CU","Called Strike","null","null"
"924","Kevin Quackenbush",570256,"CU|CU","Swinging Strike","null","null"
"928","Kevin Quackenbush",543302,"CH|FF","Foul","null","null"
"931","Kevin Quackenbush",571578,"FF|FF","Foul","null","null"
"932","Kevin Quackenbush",571578,"FF|FF","In play, no out","100.9","4.06"
"938","Kevin Quackenbush",592273,"CU|FF","Foul","null","null"
"939","Kevin Quackenbush",592273,"FF|CU","In play, out(s)","92.1","29.5"
"940","Kevin Quackenbush",592273,"CU|FF","Called Strike","null","null"
"942","Kevin Quackenbush",571875,"CU|FF","Called Strike","null","null"
"943","Kevin Quackenbush",571875,"FF|CU","In play, out(s)","93.6","26.63"
"950","Kevin Quackenbush",630111,"CU|CU","In play, no out","103.9","22.44"
"951","Kevin Quackenbush",630111,"CU|FF","Foul","null","null"
"955","Kevin Quackenbush",516416,"FF|FF","Called Strike","null","null"
"957","Kevin Quackenbush",501986,"FF|CU","Foul","null","null"
"958","Kevin Quackenbush",501986,"CU|FF","Foul","null","null"
"962","Kevin Quackenbush",501986,"CU|FF","Swinging Strike","null","null"
"963","Kevin Quackenbush",501986,"FF|CU","Foul","null","null"
"964","Kevin Quackenbush",501986,"CU|FF","Foul","null","null"
"971","Kevin Quackenbush",514917,"FF|FF","In play, out(s)","null","null"
"973","Kevin Quackenbush",519237,"FF|FF","Foul","null","null"
"974","Kevin Quackenbush",519237,"FF|FF","Foul","null","26.08"
"977","Kevin Quackenbush",519237,"FF|FF","Swinging Strike","null","null"
"979","Kevin Quackenbush",453568,"FF|CU","Called Strike","null","null"
"981","Kevin Quackenbush",448602,"FF|FF","Called Strike","null","null"
"984","Kevin Quackenbush",460026,"FF|CU","In play, no out","92.9","16.87"
"985","Kevin Quackenbush",460026,"CU|CU","Called Strike","null","null"
"989","Kevin Quackenbush",518934,"FF|CU","In play, out(s)","96.8","19.94"
"992","Kevin Quackenbush",572019,"FF|FF","Swinging Strike","null","null"
"998","Kevin Quackenbush",605131,"FF|FF","Foul","null","45.58"
"1002","Kevin Quackenbush",571771,"CU|CU","Called Strike","null","null"
"1003","Kevin Quackenbush",571771,"CU|CU","Called Strike","null","null"
"1006","Kevin Quackenbush",571771,"CU|FF","Foul","null","-22.33"
"1007","Kevin Quackenbush",571771,"FF|FF","In play, no out","102.8","1.12"
"1009","Kevin Quackenbush",400284,"FF|CU","Called Strike","null","null"
"1013","Kevin Quackenbush",400284,"CU|FF","In play, out(s)","98.1","8.64"
"1015","Kevin Quackenbush",608369,"FF|CU","Foul","null","-11.89"
"1016","Kevin Quackenbush",608369,"CU|FF","Foul","null","null"
"1017","Kevin Quackenbush",608369,"FF|CU","In play, out(s)","64.7","-36.78"
"1020","Kevin Quackenbush",475100,"FF|FF","Called Strike","null","null"
"1022","Kevin Quackenbush",475100,"FF|CU","Called Strike","null","null"
"1024","Kevin Quackenbush",518586,"CU|CU","Swinging Strike","null","null"
"1025","Kevin Quackenbush",518586,"CU|CU","Swinging Strike","null","null"
