"","player_name","batter","pitch_seq","description","hit_speed","hit_angle"
"1427","Tyler Chatwood",572204,"FT|FF","Called Strike","null","null"
"1428","Tyler Chatwood",572204,"FF|FT","Ball","null","null"
"1429","Tyler Chatwood",572204,"FT|CH","Swinging Strike","null","null"
"1431","Tyler Chatwood",454560,"CH|FC","Ball","null","null"
"1432","Tyler Chatwood",454560,"FC|FT","Ball","null","null"
"1433","Tyler Chatwood",454560,"FT|FF","Called Strike","null","null"
"1434","Tyler Chatwood",454560,"FF|FF","Ball","null","null"
"1436","Tyler Chatwood",435062,"FT|FC","Ball","null","null"
"1437","Tyler Chatwood",435062,"FC|FC","In play, out(s)","null","null"
"1438","Tyler Chatwood",435062,"FC|FC","Called Strike","null","null"
"1439","Tyler Chatwood",435062,"FC|FC","Foul","null","null"
"1441","Tyler Chatwood",608369,"FT|FF","In play, out(s)","97.7","4.25"
"1443","Tyler Chatwood",457759,"FC|FF","Called Strike","null","null"
"1444","Tyler Chatwood",457759,"FF|FT","Foul","null","null"
"1445","Tyler Chatwood",457759,"FT|FT","In play, out(s)","56.2","49.69"
"1447","Tyler Chatwood",454560,"FF|FT","In play, out(s)","95.5","8.33"
"1449","Tyler Chatwood",408236,"FT|FF","In play, out(s)","86.9","-4.59"
"1451","Tyler Chatwood",502211,"FF|CH","Ball","null","null"
"1452","Tyler Chatwood",502211,"CH|FC","Foul","null","null"
"1453","Tyler Chatwood",502211,"FC|FT","In play, out(s)","88.6","-10.79"
"1454","Tyler Chatwood",502211,"FT|FT","Foul","null","null"
"1455","Tyler Chatwood",502211,"FT|FT","Called Strike","null","null"
"1456","Tyler Chatwood",502211,"FT|FF","Foul","null","null"
"1457","Tyler Chatwood",502211,"FF|FT","Foul","null","null"
"1459","Tyler Chatwood",435062,"FC|FT","In play, out(s)","null","null"
"1461","Tyler Chatwood",475100,"FF|FT","Ball","null","null"
"1462","Tyler Chatwood",475100,"FT|FT","In play, out(s)","null","null"
"1464","Tyler Chatwood",572204,"FT|FF","Ball","null","null"
"1465","Tyler Chatwood",572204,"FF|FT","In play, out(s)","93.5","-19.75"
"1467","Tyler Chatwood",475100,"FC|FC","In play, out(s)","64.6","68.17"
"1469","Tyler Chatwood",605131,"FT|FT","In play, out(s)","94.5","28.72"
"1471","Tyler Chatwood",571771,"FT|FT","In play, out(s)","92","20.1"
"1472","Tyler Chatwood",571771,"FT|FT","Ball","null","null"
"1473","Tyler Chatwood",571771,"FT|FC","Called Strike","null","null"
"1474","Tyler Chatwood",571771,"FC|FC","Ball","null","null"
"1475","Tyler Chatwood",571771,"FC|FT","In play, out(s)","103.6","16.77"
"1477","Tyler Chatwood",457759,"FT|FC","Ball","null","null"
"1478","Tyler Chatwood",457759,"FC|CH","In play, out(s)","98.5","28.77"
"1480","Tyler Chatwood",435062,"FT|FC","Ball","null","null"
"1481","Tyler Chatwood",435062,"FC|FT","Called Strike","null","null"
"1482","Tyler Chatwood",435062,"FT|FT","Ball In Dirt","null","null"
"1483","Tyler Chatwood",435062,"FT|FT","In play, no out","94","-7.59"
"1486","Tyler Chatwood",571740,"FF|FT","Called Strike","null","null"
"1488","Tyler Chatwood",594807,"FT|FC","Ball","null","null"
"1489","Tyler Chatwood",594807,"FC|FT","Foul","null","null"
"1490","Tyler Chatwood",594807,"FT|FT","Foul","null","null"
"1491","Tyler Chatwood",594807,"FT|FC","Swinging Strike","null","null"
"1493","Tyler Chatwood",457803,"FF|FF","Ball","null","null"
"1494","Tyler Chatwood",457803,"FF|FF","In play, out(s)","92.6","18.36"
"1495","Tyler Chatwood",457803,"FF|FF","Ball","null","null"
"1496","Tyler Chatwood",457803,"FF|FT","Called Strike","null","null"
"1498","Tyler Chatwood",553993,"FT|FT","Ball","null","null"
"1499","Tyler Chatwood",553993,"FT|FC","Called Strike","null","null"
"1500","Tyler Chatwood",553993,"FC|FT","Ball","null","null"
"1501","Tyler Chatwood",553993,"FT|FC","Ball","null","null"
"1503","Tyler Chatwood",474443,"FC|FC","In play, no out","71.8","21.87"
"1504","Tyler Chatwood",474443,"FC|FF","Foul","null","null"
"1506","Tyler Chatwood",543424,"FT|FT","Missed Bunt","null","null"
"1507","Tyler Chatwood",543424,"FT|FT","Missed Bunt","null","null"
"1509","Tyler Chatwood",446359,"FC|FC","Swinging Strike","null","null"
"1510","Tyler Chatwood",446359,"FC|FT","Ball","null","null"
"1511","Tyler Chatwood",446359,"FT|FT","In play, no out","104","-1.91"
"1513","Tyler Chatwood",571740,"FF|FF","In play, run(s)","95.6","-5.07"
"1514","Tyler Chatwood",571740,"FF|CU","Ball In Dirt","null","null"
"1516","Tyler Chatwood",458015,"FT|FF","Ball","null","null"
"1517","Tyler Chatwood",458015,"FF|CH","Ball","null","null"
"1518","Tyler Chatwood",458015,"CH|FT","Ball","null","null"
"1519","Tyler Chatwood",458015,"FT|FF","Called Strike","null","null"
"1520","Tyler Chatwood",458015,"FF|CH","Ball In Dirt","null","null"
"1523","Tyler Chatwood",457803,"FT|CH","Swinging Strike","null","null"
"1524","Tyler Chatwood",457803,"CH|FF","In play, out(s)","98.9","17.07"
"1525","Tyler Chatwood",457803,"FF|CU","Called Strike","null","null"
"1527","Tyler Chatwood",553993,"FC|FT","Called Strike","null","null"
"1528","Tyler Chatwood",553993,"FT|FF","Ball","null","null"
"1529","Tyler Chatwood",553993,"FF|FT","Ball","null","null"
"1530","Tyler Chatwood",553993,"FT|FF","Ball","null","null"
"1532","Tyler Chatwood",474443,"FC|FT","Foul","null","null"
"1534","Tyler Chatwood",541608,"FT|FT","Foul","null","null"
"1536","Tyler Chatwood",543424,"FF|FT","Foul","null","null"
"1537","Tyler Chatwood",543424,"FT|FT","Called Strike","null","null"
"1538","Tyler Chatwood",543424,"FT|CU","Foul","null","null"
"1539","Tyler Chatwood",543424,"CU|FT","Foul","null","null"
"1540","Tyler Chatwood",543424,"FT|FF","Foul","null","null"
"1541","Tyler Chatwood",543424,"FF|FT","In play, out(s)","90.1","-5.03"
"1543","Tyler Chatwood",446359,"FC|CU","Ball","null","null"
"1544","Tyler Chatwood",446359,"CU|FC","In play, out(s)","84.9","45.67"
"1546","Tyler Chatwood",571740,"CU|FT","Called Strike","null","null"
"1547","Tyler Chatwood",571740,"FT|FT","Called Strike","null","null"
"1549","Tyler Chatwood",458015,"FF|FF","Foul","null","null"
"1550","Tyler Chatwood",458015,"FF|FF","Called Strike","null","null"
"1551","Tyler Chatwood",458015,"FF|FF","In play, no out","102.1","13.94"
"1552","Tyler Chatwood",458015,"FF|FT","Ball","null","null"
"1553","Tyler Chatwood",458015,"FT|FT","Ball","null","null"
"1555","Tyler Chatwood",594807,"FT|FF","Ball","null","null"
"1557","Tyler Chatwood",457803,"FT|FT","Ball","null","null"
"1558","Tyler Chatwood",457803,"FT|FF","In play, out(s)","99.6","47.69"
"1560","Tyler Chatwood",553993,"FT|FF","Ball","null","null"
"1562","Tyler Chatwood",474443,"FT|FF","Called Strike","null","null"
"1563","Tyler Chatwood",474443,"FF|FT","Foul","null","null"
"1564","Tyler Chatwood",474443,"FT|FT","Ball","null","null"
"1565","Tyler Chatwood",474443,"FT|FT","Ball","null","null"
"1566","Tyler Chatwood",474443,"FT|FC","Called Strike","null","null"
"1568","Tyler Chatwood",541608,"FT|FF","Swinging Strike","null","null"
"1569","Tyler Chatwood",541608,"FF|FC","Foul","null","null"
"1570","Tyler Chatwood",541608,"FC|FT","Called Strike","null","null"
"1571","Tyler Chatwood",541608,"FT|FF","In play, run(s)","68.3","19.75"
"1573","Tyler Chatwood",543424,"FT|CH","Foul Bunt","null","null"
"1574","Tyler Chatwood",543424,"CH|FT","Foul Bunt","null","null"
"1576","Tyler Chatwood",458015,"FF|FF","Foul","null","null"
"1577","Tyler Chatwood",458015,"FF|FC","Foul","null","null"
"1578","Tyler Chatwood",458015,"FC|FT","Swinging Strike","null","null"
"1579","Tyler Chatwood",458015,"FT|FF","Ball","null","null"
"1580","Tyler Chatwood",458015,"FF|FF","In play, run(s)","87","-13.99"
"1582","Tyler Chatwood",541608,"FT|FT","In play, run(s)","93","-7.1"
"1583","Tyler Chatwood",541608,"FT|FT","Ball","null","null"
"1584","Tyler Chatwood",541608,"FT|FT","Ball","null","null"
"1586","Tyler Chatwood",452655,"FF|FT","Foul","null","null"
"1587","Tyler Chatwood",452655,"FT|FT","Called Strike","null","null"
"1588","Tyler Chatwood",452655,"FT|FC","Foul","null","null"
"1589","Tyler Chatwood",452655,"FC|CU","In play, out(s)","58.4","-30.08"
"1591","Tyler Chatwood",605412,"FT|FF","Foul","null","null"
"1592","Tyler Chatwood",605412,"FF|CU","Foul","null","null"
"1593","Tyler Chatwood",605412,"CU|FF","Swinging Strike","null","null"
"1594","Tyler Chatwood",605412,"FF|FT","Ball","null","null"
"1595","Tyler Chatwood",605412,"FT|CU","Ball","null","null"
"1596","Tyler Chatwood",605412,"CU|FT","Ball","null","null"
"1598","Tyler Chatwood",622110,"FT|FF","Foul","null","null"
"1599","Tyler Chatwood",622110,"FF|FC","In play, out(s)","76.4","38.72"
"1602","Tyler Chatwood",543063,"FT|FC","Swinging Strike","null","null"
"1603","Tyler Chatwood",543063,"FC|FT","Ball","null","null"
"1604","Tyler Chatwood",543063,"FT|FF","Foul","null","null"
"1607","Tyler Chatwood",623143,"FF|FC","Swinging Strike","null","null"
"1608","Tyler Chatwood",623143,"FC|FT","Ball","null","null"
"1609","Tyler Chatwood",623143,"FT|FF","In play, no out","79.3","-5.83"
"1610","Tyler Chatwood",623143,"FF|FF","Ball","null","null"
"1611","Tyler Chatwood",623143,"FF|FC","Foul","null","null"
"1612","Tyler Chatwood",623143,"FC|FT","Ball","null","null"
"1615","Tyler Chatwood",605412,"FF|FF","Ball","null","null"
"1617","Tyler Chatwood",622110,"FT|FC","Ball In Dirt","null","null"
"1618","Tyler Chatwood",622110,"FC|FF","In play, out(s)","93.5","30.25"
"1619","Tyler Chatwood",622110,"FF|FT","Ball","null","null"
"1622","Tyler Chatwood",592620,"FF|FF","Foul","null","null"
"1623","Tyler Chatwood",592620,"FF|FT","In play, no out","95.2","8.26"
"1625","Tyler Chatwood",623143,"FC|FC","Foul","null","null"
"1627","Tyler Chatwood",544150,"FC|FF","In play, out(s)","86.6","-34.57"
"1628","Tyler Chatwood",544150,"FF|FF","Swinging Strike","null","null"
"1630","Tyler Chatwood",452655,"FF|CU","Ball","null","null"
"1632","Tyler Chatwood",605412,"FT|CU","Foul Bunt","null","null"
"1634","Tyler Chatwood",457763,"FT|FT","In play, out(s)","100.6","8.64"
"1635","Tyler Chatwood",457763,"FT|FF","Called Strike","null","null"
"1637","Tyler Chatwood",543063,"FT|FF","Called Strike","null","null"
"1638","Tyler Chatwood",543063,"FF|FF","Foul","null","null"
"1639","Tyler Chatwood",543063,"FF|FF","Ball","null","null"
"1640","Tyler Chatwood",543063,"FF|FF","Ball","null","null"
"1641","Tyler Chatwood",543063,"FF|FF","Swinging Strike","null","null"
"1643","Tyler Chatwood",453923,"FF|FF","Ball","null","null"
"1644","Tyler Chatwood",453923,"FF|FT","Called Strike","null","null"
"1645","Tyler Chatwood",453923,"FT|CU","Ball","null","null"
"1646","Tyler Chatwood",453923,"CU|FC","In play, out(s)","86.3","24.41"
"1648","Tyler Chatwood",592620,"FF|FF","Ball","null","null"
"1649","Tyler Chatwood",592620,"FF|FF","Ball","null","null"
"1650","Tyler Chatwood",592620,"FF|FF","Ball","null","null"
"1651","Tyler Chatwood",592620,"FF|FT","In play, out(s)","57.1","-63.77"
"1653","Tyler Chatwood",544150,"FF|FF","In play, run(s)","88.4","-7.06"
"1654","Tyler Chatwood",544150,"FF|FF","Ball","null","null"
"1656","Tyler Chatwood",453923,"FT|CU","Ball","null","null"
"1657","Tyler Chatwood",453923,"CU|CU","Ball","null","null"
"1658","Tyler Chatwood",453923,"CU|FF","In play, out(s)","67.2","-7.33"
"1661","Tyler Chatwood",457763,"FT|FC","Foul","null","null"
"1662","Tyler Chatwood",457763,"FC|FF","Foul","null","null"
"1663","Tyler Chatwood",457763,"FF|CU","In play, out(s)","null","null"
"1664","Tyler Chatwood",457763,"CU|FC","Ball","null","null"
"1665","Tyler Chatwood",457763,"FC|FT","Ball","null","null"
"1666","Tyler Chatwood",457763,"FT|FC","Foul","null","null"
"1667","Tyler Chatwood",457763,"FC|FC","Foul","null","null"
"1670","Tyler Chatwood",474568,"FC|FF","Called Strike","null","null"
"1671","Tyler Chatwood",474568,"FF|FC","Ball","null","null"
"1672","Tyler Chatwood",474568,"FC|FT","Foul","null","null"
"1673","Tyler Chatwood",474568,"FT|CU","Foul","null","null"
"1674","Tyler Chatwood",474568,"CU|FC","In play, out(s)","86.3","-0.83"
"1676","Tyler Chatwood",477003,"FT|FT","In play, out(s)","85.4","-18.1"
"1678","Tyler Chatwood",444379,"FF|FF","Foul","null","null"
"1679","Tyler Chatwood",444379,"FF|FT","Ball","null","null"
"1680","Tyler Chatwood",444379,"FT|FF","In play, no out","79.9","11.06"
"1682","Tyler Chatwood",516782,"FC|FT","Called Strike","null","null"
"1683","Tyler Chatwood",516782,"FT|FT","Foul","null","null"
"1684","Tyler Chatwood",516782,"FT|FC","In play, no out","100.6","-6.85"
"1686","Tyler Chatwood",570256,"FT|FT","Ball","null","null"
"1687","Tyler Chatwood",570256,"FT|FF","Ball","null","null"
"1688","Tyler Chatwood",570256,"FF|FF","Ball","null","null"
"1689","Tyler Chatwood",570256,"FF|FF","In play, out(s)","106","-1.7"
"1691","Tyler Chatwood",628356,"FT|FF","Called Strike","null","null"
"1692","Tyler Chatwood",628356,"FF|FF","In play, no out","102.9","18.47"
"1694","Tyler Chatwood",465041,"FT|FC","Foul Bunt","null","null"
"1695","Tyler Chatwood",465041,"FC|FC","Ball","null","null"
"1696","Tyler Chatwood",465041,"FC|FC","Swinging Strike","null","null"
"1697","Tyler Chatwood",465041,"FC|FT","Foul","null","null"
"1698","Tyler Chatwood",465041,"FT|CU","Foul","null","null"
"1699","Tyler Chatwood",465041,"CU|FC","In play, out(s)","87.1","0.59"
"1702","Tyler Chatwood",543281,"FF|FT","Ball","null","null"
"1703","Tyler Chatwood",543281,"FT|FF","Ball","null","null"
"1704","Tyler Chatwood",543281,"FF|FF","Ball","null","null"
"1706","Tyler Chatwood",474568,"FT|FC","Ball In Dirt","null","null"
"1707","Tyler Chatwood",474568,"FC|FF","Called Strike","null","null"
"1708","Tyler Chatwood",474568,"FF|FT","Ball","null","null"
"1709","Tyler Chatwood",474568,"FT|FC","In play, run(s)","79.3","16.9"
"1711","Tyler Chatwood",444379,"FF|CU","Called Strike","null","null"
"1712","Tyler Chatwood",444379,"CU|FF","In play, out(s)","101.1","0.81"
"1714","Tyler Chatwood",516782,"FT|FF","Foul","null","null"
"1715","Tyler Chatwood",516782,"FF|FT","Ball","null","null"
"1716","Tyler Chatwood",516782,"FT|FT","In play, out(s)","56.8","-29.93"
"1718","Tyler Chatwood",570256,"FT|FT","Ball","null","null"
"1719","Tyler Chatwood",570256,"FT|CU","Ball","null","null"
"1720","Tyler Chatwood",570256,"CU|FT","Called Strike","null","null"
"1721","Tyler Chatwood",570256,"FT|FF","In play, no out","83.5","8.81"
"1723","Tyler Chatwood",628356,"FC|FF","Called Strike","null","null"
"1724","Tyler Chatwood",628356,"FF|FC","In play, out(s)","88.1","35.21"
"1726","Tyler Chatwood",465041,"FC|FT","Foul","null","null"
"1727","Tyler Chatwood",465041,"FT|FT","In play, out(s)","86.8","-29"
"1728","Tyler Chatwood",465041,"FT|FF","Ball","null","null"
"1729","Tyler Chatwood",465041,"FF|FF","Ball","null","null"
"1730","Tyler Chatwood",465041,"FF|FF","Called Strike","null","null"
"1731","Tyler Chatwood",465041,"FF|FT","Called Strike","null","null"
"1733","Tyler Chatwood",543281,"FT|FT","Ball","null","null"
"1734","Tyler Chatwood",543281,"FT|FT","Foul","null","null"
"1735","Tyler Chatwood",543281,"FT|FF","In play, out(s)","97","-12.13"
"1737","Tyler Chatwood",444379,"FF|FT","Ball","null","null"
"1738","Tyler Chatwood",444379,"FT|FT","In play, no out","90.1","-6.08"
"1740","Tyler Chatwood",516782,"FT|FT","Foul Bunt","null","null"
"1741","Tyler Chatwood",516782,"FT|FC","Swinging Strike","null","null"
"1743","Tyler Chatwood",570256,"FF|FT","Foul","null","null"
"1744","Tyler Chatwood",570256,"FT|FT","Ball","null","null"
"1745","Tyler Chatwood",570256,"FT|FF","Ball","null","null"
"1746","Tyler Chatwood",570256,"FF|FF","Swinging Strike","null","null"
"1749","Tyler Chatwood",465041,"FT|CH","Ball","null","null"
"1750","Tyler Chatwood",465041,"CH|FT","Ball","null","null"
"1751","Tyler Chatwood",465041,"FT|FT","Ball","null","null"
"1752","Tyler Chatwood",465041,"FT|FT","Ball","null","null"
"1754","Tyler Chatwood",459964,"FT|CU","Ball","null","null"
"1757","Tyler Chatwood",543281,"FT|FF","Ball","null","null"
"1758","Tyler Chatwood",543281,"FF|FF","Called Strike","null","null"
"1759","Tyler Chatwood",543281,"FF|FT","Foul","null","null"
"1760","Tyler Chatwood",543281,"FT|FC","In play, out(s)","null","null"
"1762","Tyler Chatwood",459964,"FF|FF","Ball","null","null"
"1764","Tyler Chatwood",457477,"FF|CU","Swinging Strike (Blocked)","null","null"
"1765","Tyler Chatwood",457477,"CU|FT","Ball","null","null"
"1766","Tyler Chatwood",457477,"FT|FF","Foul","null","null"
"1767","Tyler Chatwood",457477,"FF|FT","Foul","null","null"
"1769","Tyler Chatwood",452678,"FF|FF","In play, out(s)","79.4","-50.72"
"1771","Tyler Chatwood",493316,"FT|FT","In play, run(s)","104.1","26.79"
"1772","Tyler Chatwood",493316,"FT|FT","Called Strike","null","null"
"1774","Tyler Chatwood",446263,"FF|FF","Ball","null","null"
"1775","Tyler Chatwood",446263,"FF|CU","Swinging Strike","null","null"
"1776","Tyler Chatwood",446263,"CU|CU","Called Strike","null","null"
"1777","Tyler Chatwood",446263,"CU|CU","Ball","null","null"
"1779","Tyler Chatwood",435522,"FF|FF","In play, out(s)","77.5","-61.76"
"1780","Tyler Chatwood",435522,"FF|FF","Ball","null","null"
"1781","Tyler Chatwood",435522,"FF|FF","Called Strike","null","null"
"1782","Tyler Chatwood",435522,"FF|FF","Foul","null","null"
"1785","Tyler Chatwood",457477,"FT|FT","Ball","null","null"
"1786","Tyler Chatwood",457477,"FT|FF","Swinging Strike","null","null"
"1787","Tyler Chatwood",457477,"FF|FT","Ball","null","null"
"1788","Tyler Chatwood",457477,"FT|FT","Foul","null","null"
"1790","Tyler Chatwood",624424,"FF|FF","In play, run(s)","67","11.76"
"1791","Tyler Chatwood",624424,"FF|FF","Ball","null","null"
"1792","Tyler Chatwood",624424,"FF|FF","Ball","null","null"
"1793","Tyler Chatwood",624424,"FF|FF","Swinging Strike","null","null"
"1795","Tyler Chatwood",493316,"FT|FT","In play, out(s)","99.4","19.92"
"1796","Tyler Chatwood",493316,"FT|FT","Foul","null","null"
"1798","Tyler Chatwood",446263,"FF|CU","Called Strike","null","null"
"1800","Tyler Chatwood",608700,"FC|FF","Foul","null","null"
"1801","Tyler Chatwood",608700,"FF|FF","Ball","null","null"
"1802","Tyler Chatwood",608700,"FF|FC","Called Strike","null","null"
"1804","Tyler Chatwood",493472,"FC|FC","Ball","null","null"
"1805","Tyler Chatwood",493472,"FC|FC","Ball In Dirt","null","null"
"1806","Tyler Chatwood",493472,"FC|FF","Ball","null","null"
"1807","Tyler Chatwood",493472,"FF|FF","Ball","null","null"
"1809","Tyler Chatwood",457477,"FF|CU","Ball","null","null"
"1811","Tyler Chatwood",452678,"FF|FF","Swinging Strike","null","null"
"1812","Tyler Chatwood",452678,"FF|CU","Foul","null","null"
"1813","Tyler Chatwood",452678,"CU|CU","Foul","null","null"
"1815","Tyler Chatwood",624424,"FF|CU","Called Strike","null","null"
"1816","Tyler Chatwood",624424,"CU|FF","Ball","null","null"
"1817","Tyler Chatwood",624424,"FF|CU","Ball","null","null"
"1818","Tyler Chatwood",624424,"CU|CU","Foul","null","null"
"1819","Tyler Chatwood",624424,"CU|CU","Foul","null","null"
"1820","Tyler Chatwood",624424,"CU|FF","In play, out(s)","50.9","-31.42"
"1823","Tyler Chatwood",446263,"CU|FT","Ball","null","null"
"1824","Tyler Chatwood",446263,"FT|FF","Foul","null","null"
"1825","Tyler Chatwood",446263,"FF|FT","In play, out(s)","102.4","-13.45"
"1827","Tyler Chatwood",435522,"FT|FC","Ball","null","null"
"1828","Tyler Chatwood",435522,"FC|FT","Ball","null","null"
"1829","Tyler Chatwood",435522,"FT|FT","Ball","null","null"
"1830","Tyler Chatwood",435522,"FT|FF","Called Strike","null","null"
"1831","Tyler Chatwood",435522,"FF|FT","Ball","null","null"
"1833","Tyler Chatwood",608700,"FT|FT","In play, out(s)","106.6","-3.91"
"1834","Tyler Chatwood",608700,"FT|FT","Called Strike","null","null"
"1836","Tyler Chatwood",594798,"FF|FF","Swinging Strike","null","null"
"1837","Tyler Chatwood",594798,"FF|FT","Ball","null","null"
"1838","Tyler Chatwood",594798,"FT|FT","Ball","null","null"
"1839","Tyler Chatwood",594798,"FT|FF","Ball","null","null"
"1841","Tyler Chatwood",452678,"FF|FF","Swinging Strike","null","null"
"1842","Tyler Chatwood",452678,"FF|FF","In play, no out","80.2","1.82"
"1844","Tyler Chatwood",493472,"FT|FT","Ball","null","null"
"1845","Tyler Chatwood",493472,"FT|FC","Ball","null","null"
"1846","Tyler Chatwood",493472,"FC|FF","Ball","null","null"
"1847","Tyler Chatwood",493472,"FF|FF","In play, no out","103.9","-7.77"
"1848","Tyler Chatwood",493472,"FF|FC","Foul","null","null"
"1849","Tyler Chatwood",493472,"FC|FT","In play, out(s)","98.2","-26.43"
"1850","Tyler Chatwood",493472,"FT|FF","Called Strike","null","null"
"1851","Tyler Chatwood",493472,"FF|FC","Ball","null","null"
"1853","Tyler Chatwood",608700,"FC|FF","Foul","null","null"
"1854","Tyler Chatwood",608700,"FF|FC","In play, out(s)","null","null"
"1856","Tyler Chatwood",594798,"FT|FF","Foul","null","null"
"1857","Tyler Chatwood",594798,"FF|FT","In play, out(s)","80","-27.54"
"1859","Tyler Chatwood",457477,"FF|FT","Ball","null","null"
"1861","Tyler Chatwood",435522,"FT|FF","In play, out(s)","93.6","6.15"
"1862","Tyler Chatwood",435522,"FF|CU","Ball","null","null"
"1864","Tyler Chatwood",624424,"FT|FF","Foul","null","null"
"1866","Tyler Chatwood",516416,"FF|FF","In play, no out","102.8","20.34"
"1867","Tyler Chatwood",516416,"FF|FF","Ball","null","null"
"1869","Tyler Chatwood",592273,"FC|FC","Ball","null","null"
"1872","Tyler Chatwood",571875,"FF|FF","Called Strike","null","null"
"1874","Tyler Chatwood",456078,"FT|FC","Called Strike","null","null"
"1876","Tyler Chatwood",572008,"FF|FF","Ball","null","null"
"1877","Tyler Chatwood",572008,"FF|FT","Foul","null","null"
"1878","Tyler Chatwood",572008,"FT|FT","In play, out(s)","83.4","33.81"
"1880","Tyler Chatwood",605151,"FF|FF","Called Strike","null","null"
"1882","Tyler Chatwood",516416,"FC|CU","Ball","null","null"
"1883","Tyler Chatwood",516416,"CU|FC","Swinging Strike","null","null"
"1884","Tyler Chatwood",516416,"FC|FT","In play, out(s)","87.8","-32.93"
"1886","Tyler Chatwood",502671,"FF|FC","Swinging Strike","null","null"
"1887","Tyler Chatwood",502671,"FC|FC","Ball","null","null"
"1888","Tyler Chatwood",502671,"FC|FT","Called Strike","null","null"
"1889","Tyler Chatwood",502671,"FT|FT","Ball","null","null"
"1890","Tyler Chatwood",502671,"FT|FT","Ball","null","null"
"1892","Tyler Chatwood",571875,"FF|FF","Ball","null","null"
"1893","Tyler Chatwood",571875,"FF|FF","Foul","null","null"
"1894","Tyler Chatwood",571875,"FF|FF","Ball","null","null"
"1895","Tyler Chatwood",571875,"FF|FF","Called Strike","null","null"
"1896","Tyler Chatwood",571875,"FF|FF","Ball","null","null"
"1898","Tyler Chatwood",456078,"FC|FC","Called Strike","null","null"
"1899","Tyler Chatwood",456078,"FC|FC","Foul","null","null"
"1900","Tyler Chatwood",456078,"FC|FC","Swinging Strike","null","null"
"1902","Tyler Chatwood",605113,"FC|FC","Called Strike","null","null"
"1904","Tyler Chatwood",605151,"FC|FF","Foul","null","null"
"1905","Tyler Chatwood",605151,"FF|FF","Ball","null","null"
"1906","Tyler Chatwood",605151,"FF|FF","Foul","null","null"
"1907","Tyler Chatwood",605151,"FF|FF","Called Strike","null","null"
"1908","Tyler Chatwood",605151,"FF|FF","Foul Tip","null","null"
"1909","Tyler Chatwood",605151,"FF|FC","Foul","null","null"
"1910","Tyler Chatwood",605151,"FC|FF","Ball","null","null"
"1911","Tyler Chatwood",605151,"FF|FF","Called Strike","null","null"
"1913","Tyler Chatwood",516416,"FF|FC","Called Strike","null","null"
"1915","Tyler Chatwood",592273,"FC|FT","Ball","null","null"
"1916","Tyler Chatwood",592273,"FT|FC","Ball","null","null"
"1917","Tyler Chatwood",592273,"FC|FF","Called Strike","null","null"
"1918","Tyler Chatwood",592273,"FF|FC","Ball","null","null"
"1919","Tyler Chatwood",592273,"FC|FF","Ball","null","null"
"1923","Tyler Chatwood",456078,"FC|FC","Ball","null","null"
"1925","Tyler Chatwood",543302,"FF|FC","In play, run(s)","94","30.99"
"1926","Tyler Chatwood",543302,"FC|FT","Foul","null","null"
"1929","Tyler Chatwood",605113,"FC|FT","Ball","null","null"
"1930","Tyler Chatwood",605113,"FT|FC","Foul","null","null"
"1931","Tyler Chatwood",605113,"FC|CH","Called Strike","null","null"
"1932","Tyler Chatwood",605113,"CH|FT","Ball","null","null"
"1933","Tyler Chatwood",605113,"FT|FC","Swinging Strike","null","null"
"1935","Tyler Chatwood",516416,"FC|FC","Foul","null","null"
"1937","Tyler Chatwood",592273,"FT|FC","Called Strike","null","null"
"1938","Tyler Chatwood",592273,"FC|FT","In play, out(s)","null","null"
"1939","Tyler Chatwood",592273,"FT|FF","Ball","null","null"
"1941","Tyler Chatwood",543302,"FF|FF","Foul","null","null"
"1942","Tyler Chatwood",543302,"FF|FT","Ball","null","null"
"1943","Tyler Chatwood",543302,"FT|FF","In play, out(s)","98.3","-15.5"
"1944","Tyler Chatwood",543302,"FF|FF","Ball","null","null"
"1945","Tyler Chatwood",543302,"FF|FT","Ball In Dirt","null","null"
"1946","Tyler Chatwood",543302,"FT|FF","Foul","null","null"
"1947","Tyler Chatwood",543302,"FF|FF","Ball","null","null"
"1948","Tyler Chatwood",543302,"FF|FF","Ball","null","null"
"1949","Tyler Chatwood",543302,"FF|FF","Foul","null","null"
"1950","Tyler Chatwood",543302,"FF|FT","In play, out(s)","92.3","-23.95"
"1952","Tyler Chatwood",605151,"FF|FF","Called Strike","null","null"
"1954","Tyler Chatwood",605113,"FC|FC","Ball","null","null"
"1955","Tyler Chatwood",605113,"FC|FT","Foul (Runner Going)","null","null"
"1956","Tyler Chatwood",605113,"FT|FC","Foul (Runner Going)","null","null"
"1957","Tyler Chatwood",605113,"FC|FC","Swinging Strike","null","null"
"1958","Tyler Chatwood",605113,"FC|FT","Foul","null","null"
"1959","Tyler Chatwood",605113,"FT|FC","Ball","null","null"
"1960","Tyler Chatwood",605113,"FC|FT","In play, out(s)","98.6","-3.6"
"1962","Tyler Chatwood",572008,"FC|FC","Ball","null","null"
"1964","Tyler Chatwood",445055,"FF|FT","Ball","null","null"
"1966","Tyler Chatwood",571976,"FF|FC","Ball","null","null"
"1967","Tyler Chatwood",571976,"FC|FF","Called Strike","null","null"
"1968","Tyler Chatwood",571976,"FF|FT","Ball","null","null"
"1969","Tyler Chatwood",571976,"FT|FC","Swinging Strike","null","null"
"1972","Tyler Chatwood",477165,"FF|FF","Foul","null","null"
